Date,High,Low,Mid,Last,Bid,Ask,Volume,First
2019-01-01,3987.0,3788.1,3957.75,3956.9,3957.7,3957.8,13315.08217173,
2019-01-02,4083.470676,3917.9,4061.15,4061.0,4061.1,4061.2,19372.5126813,3956.9
2019-01-04,3986.0,3850.1,3959.75,3959.8,3959.7,3959.8,13222.2700147,4061.0
2019-01-05,4014.9,3901.0,3910.95,3910.9,3910.9,3911.0,14581.23199457,3959.8
2019-01-06,4218.0,3887.5,4172.95,4173.0,4172.9,4173.0,25114.01670574,3910.9
2019-01-07,4197.0,4044.9,4112.15,4112.1,4112.1,4112.2,11362.19968503,4173.0
2019-01-09,4168.9,4010.0,4083.85,4083.9,4083.8,4083.9,20601.73408165,4112.1
2019-01-11,3777.8,3666.6,3710.05,3710.1,3710.0,3710.1,12985.40676769,4083.9
2019-01-12,3734.0,3666.6,3701.45,3701.4,3701.4,3701.5,9286.03747394,3710.1
2019-01-13,3729.0,3570.0,3581.55,3580.0,3581.3,3581.8,12512.86075381,3701.4
2019-01-14,3799.4,3580.0,3749.05,3749.9,3749.0,3749.1,14822.06096857,3580.0
2019-01-15,3780.87473393,3623.1,3655.85,3655.9,3655.8,3655.9,13293.39088322,3749.9
2019-01-16,3759.89484429,3642.3589356,3681.15,3680.8,3681.1,3681.2,13119.24746558,3655.9
2019-01-17,3725.0,3606.2,3715.75,3715.1,3715.5,3716.0,10673.82738037,3680.8
2019-01-18,3723.9,3652.38836809,3676.95,3676.95307882,3676.9,3677.0,5648.97049759,3715.1
2019-01-19,3882.0,3673.9,3768.15,3768.2,3768.1,3768.2,13378.24879872,3676.95307882
2019-01-20,3796.9,3543.0,3586.85,3586.9,3586.8,3586.9,20591.95599656,3768.2
2019-01-21,3620.1,3548.3,3580.15,3580.2,3580.1,3580.2,10778.9526067,3586.9
2019-01-22,3682.14145688,3462.0,3641.25,3641.2,3641.2,3641.3,18066.76080096,3580.2
2019-01-23,3677.0,3591.2,3619.85,3619.9,3619.8,3619.9,7941.26056366,3641.2
2019-01-24,3671.4,3589.45182488,3645.05,3645.07065164,3645.0,3645.1,7836.53562489,3619.9
2019-01-25,3663.5,3580.0,3630.65,3630.6,3630.6,3630.7,7361.88263854,3645.07065164
2019-01-26,3750.0,3622.9,3633.65,3633.6,3633.6,3633.7,12777.99259725,3630.6
2019-01-27,3645.7,3541.0,3599.35,3599.7,3599.0,3599.7,11425.26745042,3633.6
2019-01-28,3597.9,3445.3,3505.05,3505.0,3505.0,3505.1,16985.37460797,3599.7
2019-01-29,3517.5,3422.0,3478.75,3478.8,3478.7,3478.8,10413.29534958,3505.0
2019-01-30,3550.0,3451.2,3531.35,3531.4,3531.3,3531.4,12546.66867826,3478.8
2019-01-31,3574.80983774,3482.0,3498.85,3498.8,3498.8,3498.9,8487.84063059,3531.4
2019-02-01,3559.0,3460.0,3540.85,3540.9,3540.8,3540.9,9946.32746376,3498.8
2019-02-02,3572.0,3498.75973167,3563.45,3563.5,3563.4,3563.5,10127.64293658,3540.9
2019-02-03,3566.8,3470.1,3499.05,3499.0,3499.0,3499.1,7843.04301548,3563.5
2019-02-04,3522.7,3475.3,3490.45,3490.4,3490.4,3490.5,5203.35126032,3499.0
2019-02-05,3517.5,3475.1,3510.95,3510.9,3510.9,3511.0,4548.33209713,3490.4
2019-02-06,3520.99742772,3405.32458599,3450.3,3449.94857634,3450.1,3450.5,13154.15645179,3510.9
2019-02-07,3462.3,3417.1,3436.05,3436.0,3436.0,3436.1,4793.04235912,3449.94857634
2019-02-08,3800.0,3425.3,3714.05,3714.0,3714.0,3714.1,30984.57658863,3436.0
2019-02-09,3740.0,3685.7,3718.35,3718.4,3718.3,3718.4,6798.98091738,3714.0
2019-02-10,3748.0,3661.0,3742.15,3742.0,3742.0,3742.3,9504.31294095,3718.4
2019-02-11,3750.0,3672.0,3683.65,3683.6,3683.6,3683.7,7735.76239077,3742.0
2019-02-12,3728.0,3645.0,3695.05,3696.6,3695.0,3695.1,11304.77233228,3683.6
2019-02-13,3742.39039255,3631.0,3665.15,3665.2,3665.1,3665.2,11726.29505465,3696.6
2019-02-14,3682.87483504,3640.0,3656.95,3657.0,3656.9,3657.0,7508.11163336,3665.2
